UNIPROT	REF_SEQ Protein
O95573	NP_004448
O95600-1	NP_009181
O95613	NP_006022
O95619	NP_006521
O95620-1	NP_853559
O95622	NP_899200
O95625	NP_055230
O95626	NP_036536
O95628-2	NP_001008226
O95628-4	NP_037448
O95630	NP_006454
O95630	NP_006454
O95630	NP_006454
O95631	NP_004813
O95633	NP_005851
O95639-1	NP_006684
O95644-2	NP_765978
O95644-4	NP_006153
O95644-5	NP_765977
O95644-6	NP_765975
O95644-9	NP_765976
O95661	NP_004666
O95665-1	NP_036476
O95665-2	XP_001129997
O95670	NP_569730
O95672-1	NP_004817
O95674-1	NP_003809
O95677-1	NP_004091
O95677-2	NP_742101
O95677-4	NP_742103
O95684-1	NP_008976
O95684-2	NP_919410
O95685	NP_006233
O95696	NP_055392
O95704-2	NP_573420
O95704-3	NP_573418
O95704-4	NP_006042
O95707	NP_006618
O95711	NP_004262
O95712-1	NP_005081
O95714	NP_004658
O95716	NP_004274
O95718	NP_004443
O95721	NP_004773
O95741	NP_006023
O95747	NP_005100
O95749	NP_001032354
O95749	NP_001032354
O95750	NP_005108
O95751	NP_036449
O95754-1	NP_004254
O95755-1	NP_004905
O95757	NP_055093
O95760	NP_254274
O95766	NP_056437
O95766	NP_056437
O95772-1	NP_114405
O95777	NP_057284
O95782-1	NP_055018
O95786-1	NP_055129
O95793-1	NP_059347
O95793-2	NP_004593
O95793-2	NP_004593
O95793-2	NP_004593
O95800	NP_006785
O95801	NP_004614
O95803-1	NP_004775
O95807	NP_055128
O95810	NP_004648
O95813	NP_005445
O95816	NP_004273
O95817	NP_004272
O95822-1	NP_036345
O95825	NP_665857
O95831-1	NP_004199
O95831-2	NP_665812
O95832	NP_066924
O95833	NP_004660
O95834	NP_036287
O95835-1	NP_004681
O95837	NP_004288
O95841	NP_004664
O95847	NP_004268
O95848	NP_803877
O95857	NP_055214
O95858	NP_036471
O95859	NP_036470
O95861-1	NP_006076
O95863	NP_005976
O95865	NP_039268
O95866-1	NP_612116
O95866-2	NP_079536
O95866-3	NP_612117
O95866-4	NP_612118
O95866-5	NP_612119
O95866-6	NP_612120
O95866-7	NP_612121
O95867	NP_079537
O95870	NP_066983
O95872	NP_149417
O95881	NP_056997
O95886	XP_035601
O95886	XP_035601
O95897	NP_477512
O95900	NP_056494
O95905	NP_009196
O95907	NP_037488
O95922-1	NP_036395
O95922-3	NP_001008572
O95925-1	NP_065131
O95925-2	NP_852479
O95926	NP_056299
O95931	NP_783640
O95932-1	NP_945345
O95935	XP_496819
O95935	XP_496819
O95936	NP_005433
O95947	NP_004599
O95954-1	NP_006648
O95954-1	NP_006648
O95967	NP_058634
O95968	NP_006543
O95969	NP_006542
O95970-1	NP_005088
O95971	NP_008984
O95972	NP_005439
O95977	NP_003766
O95980	NP_066934
O95983-1	NP_003917
O95985-1	NP_003926
O95988	NP_004909
O95988	NP_004909
O95989	NP_006694
O95990-1	NP_001070246
O95990-1	NP_001070246
O95992	NP_003947
O95995	NP_001472
O95997	NP_004210
O95999	NP_003912
O96000	NP_004539
O96001	NP_006649
O96002	NP_004700
O96004	NP_004812
O96005-1	NP_001285
O96006	NP_004720
O96007	NP_004522
O96008-1	NP_006105
O96009	NP_004842
O96011	NP_003837
O96013-1	NP_001014831
O96013-1	NP_001014831
O96013-1	NP_001014831
O96013-2	NP_001014833
O96013-3	NP_001014834
O96013-3	NP_001014834
O96014	NP_004617
O96015	NP_005731
O96017-1	NP_009125
O96017-12	NP_665861
O96017-9	NP_001005735
O96018	NP_004877
O96019-1	NP_004292
O96019-2	NP_817126
O96019-2	NP_817126
O96020-1	NP_477097
O96020-2	NP_477083
O96024	NP_003773
O96028-3	NP_579889
O96028-4	NP_579891
O96033	NP_789776
P00325	NP_000659
P00326	NP_000660
P00352	NP_000680
P00367	NP_005262
P00387-2	NP_015565
P00390-1	NP_000628
P00403	NP_536846
P00403	NP_536846
P00439	NP_000268
P00441	NP_000445
P00450	NP_000087
P00451	NP_000123
P00480	NP_000522
P00488	NP_000120
P00492	NP_000185
P00505	NP_002071
P00519-1	NP_005148
P00519-2	NP_009297
P00533-1	NP_005219
P00533-2	NP_958440
P00533-3	NP_958441
P00533-4	NP_958439
P00540	NP_005363
P00558	NP_000282
P00568	NP_000467
P00709	NP_002280
P00734	NP_000497
P00736	NP_001724
P00739-1	NP_066275
P00740	NP_000124
P00742	NP_000495
P00747	NP_000292
P00748	NP_000496
P00750-1	NP_000921
P00750-3	NP_127509
P00751-1	NP_001701
P00790	XP_001129528
P00790	XP_001129528
P00797-1	NP_000528
P00813	NP_000013
P00846	AP_000644
P00915	NP_001729
P00918	NP_000058
P00973-1	NP_058132
P00973-3	NP_001027581
P00995	NP_003113
P01009	NP_000286
P01009	NP_000286
P01009	NP_000286
P01019	NP_000020
P01023	NP_000005
P01024	NP_000055
P01031	NP_001726
P01033	NP_003245
P01034	NP_000090
P01036	NP_001890
P01037	NP_001889
P01040	NP_005204
P01042-2	NP_000884
P01100	NP_005243
P01111	NP_002515
P01112	NP_005334
P01116-1	NP_203524
P01116-2	NP_004976
P01127	NP_002599
P01130	NP_000518
P01133	NP_001954
P01137	NP_000651
P01138	NP_002497
P01148	NP_000816
P01160	NP_006163
P01178	NP_000906
P01189	NP_000930
P01189	NP_000930
P01210	NP_006202
P01213	NP_077722
P01215	NP_000726
P01222	NP_000540
P01225	NP_000501
P01225	NP_000501
P01229	NP_000885
P01233	NP_000728
P01233	NP_000728
P01233	NP_000728
P01241-1	NP_000506
P01241-2	NP_072053
P01242-1	NP_002050
P01242-2	NP_072051
P01243	NP_001308
P01258-1	NP_001029124
P01258-1	NP_001029124
P01266-1	NP_003226
P01270	NP_000306
P01282	NP_003372
P01286	NP_066567
P01298	NP_002713
P01303	NP_000896
P01308	NP_000198
P01343	NP_000609
P01344-1	NP_000603
P01344-1	NP_000603
P01350	NP_000796
P01374	NP_000586
P01375	NP_000585
P01562	NP_076918
P01563	NP_000596
P01566	NP_002162
P01567	NP_066401
P01568	NP_002166
P01569	NP_002160
P01570	NP_002163
P01571	NP_067091
P01574	NP_002167
P01579	NP_000610
P01583	NP_000566
P01584	NP_000567
P01588	NP_000790
P01589	NP_000408
P01730	NP_000607
P01732-1	NP_001759
P01732-2	NP_741969
P01833	NP_002635
P01889	NP_005505
P01906	NP_064440
P01907	NP_002113
P01912	XP_001124749
P01918	NP_002114
P02008	NP_005323
P02042	NP_000510
P02100	NP_005321
P02144	NP_005359
P02144	NP_005359
P02144	NP_005359
P02452	NP_000079
P02458-1	NP_149162
P02461	NP_000081
P02462	NP_001836
P02489	NP_000385
P02511	NP_001876
P02533	NP_000517
P02538	NP_005545
P02545-1	NP_733821
P02545-2	NP_005563
P02545-3	NP_733822
P02585	NP_003270
P02647	NP_000030
P02649	NP_000032
P02652	NP_001634
P02654	NP_001636
P02655	NP_000474
P02656	NP_000031
P02671-1	NP_000499
P02671-2	NP_068657
P02675	NP_005132
P02679-1	NP_068656
P02679-2	NP_000500
P02686-1	NP_001020272
P02686-2	NP_001020271
P02686-4	NP_002376
P02686-5	NP_001020261
P02686-6	NP_001020263
P02689	NP_002668
P02708-1	NP_001034612
P02708-2	NP_000070
P02724	NP_002090
P02730	NP_000333
P02735	NP_000322
P02735	NP_000322
P02741-1	NP_000558
P02743	NP_001630
P02745	NP_057075
P02747	NP_758957
P02748	NP_001728
P02749	NP_000033
P02750	NP_443204
P02751-1	NP_997647
P02751-3	NP_002017
P02751-8	NP_997641
P02753	NP_006735
P02760	NP_001624
P02763	NP_000598
P02765	NP_001613
P02766	NP_000362
P02768-1	NP_000468
P02771	NP_001125
P02775	NP_002695
P02776	NP_002610
P02778	NP_001556
P02786	NP_003225
P02787	NP_001054
P02790	NP_000604
P02792	NP_000137
P02794	NP_002023
P02795	NP_005944
P02808	NP_003145
P02810	NP_005033
P02814	NP_006676
P02818	NP_954642
P03372-1	NP_000116
P03886	NP_536843
P03886	NP_536843
P03891	NP_536844
P03891	NP_536844
P03897	AP_000646
P03901	NP_536851
P03901	NP_536851
P03905	NP_536852
P03905	NP_536852
P03915	AP_000649
P03923	NP_536854
P03923	NP_536854
P03928	NP_536847
P03928	NP_536847
P03950	NP_001136
P03951-1	NP_000119
P03952	NP_000883
P03956	NP_002412
P03971	NP_000470
P03973	NP_003055
P03999	NP_001699
P04000	NP_064445
P04001	NP_000504
P04001	NP_000504
P04003	NP_000706
P04004	NP_000629
P04035-1	NP_000850
P04040	NP_001743
P04049	NP_002871
P04053	NP_004079
P04054	NP_000919
P04062-1	NP_000148
P04062-1	NP_000148
P04062-1	NP_000148
P04062-1	NP_000148
P04062-1	NP_000148
P04066	NP_000138
P04070	NP_000303
P04075	NP_000025
P04075	NP_000025
P04075	NP_000025
P04080	NP_000091
P04083	NP_000691
P04085-1	NP_002598
P04085-2	NP_148983
P04090-1	NP_604390
P04090-2	NP_005050
P04114	NP_000375
P04118	NP_001823
P04141	NP_000749
P04150-1	NP_000167
P04150-1	NP_000167
P04150-1	NP_000167
P04150-1	NP_000167
P04150-1	NP_000167
P04150-2	NP_001018661
P04150-3	NP_001019265
P04155	NP_003216
P04156	NP_000302
P04156	NP_000302
P04180	NP_000220
P04181	NP_000265
P04183	NP_003249
P04196	NP_000403
P04198	NP_005369
P04201	NP_002368
P04216	NP_006279
P04229	NP_002115
P04233-1	NP_001020330
P04233-2	NP_004346
P04234	NP_000723
P04259	NP_005546
P04264	NP_006112
P04271	NP_006263
P04275	NP_000543
P04278-1	NP_001031
P04279-1	NP_002998
P04350	NP_006078
P04406	NP_002037
P04424	NP_000039
P04424	NP_000039
P04439	NP_002107
P04440	NP_002112
P04553	NP_002752
P04554	NP_002753
P04626	NP_004439
P04628	NP_005421
P04629-1	NP_002520
P04629-2	NP_001012331
P04632	NP_001003962
P04632	NP_001003962
P04637-1	NP_000537
P04731	NP_005937
P04732	NP_783316
P04733	NP_005940
P04745	NP_001008219
P04745	NP_001008219
P04745	NP_001008219
P04745	NP_001008219
P04746	NP_000690
P04792	NP_001531
P04798	NP_000490
P04808-1	NP_008842
P04818	NP_001062
P04839	NP_000388
P04844	NP_002942
P04920-1	NP_003031
P04921-1	NP_002092
P05000	NP_002168
P05013	NP_066282
P05014	NP_066546
P05015	NP_002164
P05023-1	NP_000692
P05023-2	NP_001001586
P05026-1	NP_001668
P05060	NP_001810
P05062	NP_000026
P05067-1	NP_000475
P05067-4	NP_958817
P05067-8	NP_958816
P05089-1	NP_000036
P05090	NP_001638
P05091	NP_000681
P05093	NP_000093
P05106-1	NP_000203
P05107	NP_000202
P05108	NP_000772
P05109	NP_002955
P05111	NP_002182
P05112-1	NP_000580
P05112-2	NP_758858
P05113	NP_000870
P05114	NP_004956
P05120	NP_002566
P05121	NP_000593
P05129	NP_002730
P05141	NP_001143
P05154	NP_000615
P05155	NP_000053
P05155	NP_000053
P05156	NP_000195
P05160	NP_001985
P05161	NP_005092
P05162	NP_006489
P05164-1	NP_000241
P05166	NP_000523
P05181	NP_000764
P05186	NP_000469
P05198	NP_004085
P05204	NP_005508
P05204	NP_005508
P05204	NP_005508
P05230	NP_000791
P05231	NP_000591
P05305	NP_001946
P05362	NP_000192
P05386	NP_000994
P05387	NP_000995
P05388	NP_000993
P05388	NP_000993
P05408-2	NP_003011
P05412	NP_002219
P05413	NP_004093
P05423	NP_001713
P05451	NP_002900
P05452	NP_003269
P05455	NP_003133
P05496	NP_001002027
P05496	NP_001002027
P05543	NP_000345
P05549-1	NP_003211
P05556-2	NP_389647
P05556-3	NP_391987
P05556-4	NP_391989
P05556-5	NP_391988
P05783	NP_000215
P05783	NP_000215
P05787	NP_002264
P05813-1	NP_005199
P05814	NP_001882
P05937	NP_004920
P05976	NP_524144
P05981	NP_002142
P05981	NP_002142
P06126	NP_001754
P06127	NP_055022
P06132	NP_000365
P06133	NP_066962
P06241	NP_002028
P06280	NP_000160
P06307	NP_000720
P06340	NP_002110
P06396-1	NP_000168
P06396-2	NP_937895
P06400	NP_000312
P06401-1	NP_000917
P06493-2	NP_203698
P06576	NP_001677
P06681	NP_000054
P06702	NP_002956
P06703	NP_055439
P06727	NP_000473
P06729	NP_001758
P06730	NP_001959
P06731	NP_004354
P06732	NP_001815
P06734-1	NP_001993
P06737	NP_002854
P06741	NP_524146
P06744	NP_000166
P06746	NP_002681
P06748-1	NP_002511
P06748-2	NP_954654
P06756	NP_002201
P06850	NP_000747
P06858	NP_000228
P06865	NP_000511
P06870	NP_002248
P06881	NP_001029125
P06899	NP_066402
P07093	NP_006207
P07098	NP_004181
P07099	NP_000111
P07108-2	NP_065438
P07195	NP_002291
P07196	NP_006149
P07197	NP_005373
P07199	NP_001801
P07202-2	NP_783650
P07202-3	NP_783651
P07202-4	NP_783652
P07202-5	NP_783653
P07204	NP_000352
P07205	NP_620061
P07225	NP_000304
P07237	NP_000909
P07288	NP_001639
P07305	NP_005309
P07306	NP_001662
P07307-2	NP_550436
P07307-3	NP_550435
P07311	NP_001098
P07315	NP_066269
P07316	NP_005201
P07320	NP_008822
P07327	NP_000658
P07332	NP_001996
P07333	NP_005202
P07339	NP_001900
P07355	NP_001002857
P07355	NP_001002857
P07357	NP_000553
P07358	NP_000057
P07360	NP_000597
P07384	NP_005177
P07437	NP_821133
P07438	NP_005938
P07451	NP_005172
P07476	NP_005538
P07477	NP_002760
P07478	NP_002761
P07492-2	NP_001012531
P07492-3	NP_001012530
P07498	NP_005203
P07510	NP_005190
P07550	NP_000015
P07585-1	NP_001911
P07585-1	NP_001911
P07585-2	NP_598011
P07585-3	NP_598012
P07585-4	NP_598013
P07585-5	NP_598014
P07602-1	NP_002769
P07602-3	NP_001035930
P07686	NP_000512
P07711	NP_001903
P07711	NP_001903
P07737	NP_005013
P07738	NP_001715
P07738	NP_001715
P07741	NP_000476
P07766	NP_000724
P07858	NP_001899
P07858	NP_001899
P07858	NP_001899
P07858	NP_001899
P07858	NP_001899
P07864	NP_002292
P07864	NP_002292
P07900	NP_005339
P07902	NP_000146
P07910-1	NP_001070910
P07910-1	NP_001070910
P07910-2	NP_001070911
P07910-2	NP_001070911
P07911-1	NP_001008390
P07911-1	NP_001008390
P07919	NP_005995
P07942	NP_002282
P07947	NP_005424
P07949	NP_066124
P07951-1	NP_003280
P07951-2	NP_998839
P07954-1	NP_000134
P07992	NP_001974
P07996	NP_003237
P07998	NP_002924
P07998	NP_002924
P07998	NP_002924
P07998	NP_002924
P08034	NP_000157
P08047	NP_612482
P08048	NP_003402
P08069	NP_000866
P08100	NP_000530
P08107	NP_005336
P08118-1	NP_002434
P08118-2	NP_619540
P08123	NP_000080
P08133	NP_001146
P08134	NP_001036143
P08134	NP_001036143
P08134	NP_001036143
P08138	NP_002498
P08151	NP_005260
P08172	NP_000730
P08172	NP_000730
P08172	NP_000730
P08172	NP_000730
P08172	NP_000730
P08172	NP_000730
P08172	NP_000730
P08172	NP_000730
P08173	NP_000732
P08174-1	NP_000565
P08183	NP_000918
P08185	NP_001747
P08195	NP_001013269
P08217	NP_254275
P08218	NP_056933
P08235-1	NP_000892
P08236-1	NP_000172
P08238	NP_031381
P08240	NP_003130
P08243	NP_001664
P08243	NP_001664
P08243	NP_001664
P08246	NP_001963
P08247	NP_003170
P08253	NP_004521
P08254	NP_002413
P08263	NP_665683
P08294	NP_003093
P08311	NP_001902
P08397-1	NP_000181
P08397-2	NP_001019553
P08473	NP_000893
P08473	NP_000893
P08473	NP_000893
P08473	NP_000893
P08476	NP_002183
P08493	NP_000891
P08514-1	NP_000410
P08519	NP_005568
P08559	NP_000275
P08567	NP_002655
P08571	NP_000582
P08571	NP_000582
P08572	NP_001837
P08574	NP_001907
P08575-1	NP_002829
P08575-2	NP_563578
P08579	NP_003083
P08579	NP_003083
P08581-1	NP_000236
P08582-1	NP_005920
P08582-2	NP_201573
P08590	NP_000249
P08603-1	NP_000177
P08603-2	NP_001014975
P08620	NP_001998
P08621-1	NP_003080
P08621-3	NP_001009820
P08648	NP_002196
P08651-2	NP_995315
P08651-5	NP_005588
P08670	NP_003371
P08684	NP_059488
P08700	NP_000579
P08708	NP_001012
P08709-1	NP_000122
P08709-2	NP_062562
P08727	NP_002267
P08729	NP_005547
P08754	NP_006487
P08758	NP_001145
P08779	NP_005548
P08833	NP_000587
P08842	NP_000342
P08861	NP_031378
P08865	NP_001012321
P08865	NP_001012321
P08887-1	NP_000556
P08887-2	NP_852004
P08908	NP_000515
P08910	NP_008942
P08910	NP_008942
P08912	NP_036257
P08913	NP_000672
P08922	NP_002935
P08949-1	NP_066563
P08949-2	NP_995580
P08962	NP_001771
P09001	NP_009139
P09012	NP_004587
P09016	NP_055436
P09017	NP_055435
P09017	NP_055435
P09067	NP_002138
P09093	NP_005738
P09104	NP_001966
P09105	NP_005322
P09110	NP_001598
P09131	NP_062822
P09132	NP_003126
P09210	NP_000837
P09211	NP_000843
P09228	NP_001313
P09234	NP_003084
P09237	NP_002414
P09238	NP_002416
P09326	NP_001769
P09327	NP_009058
P09341	NP_001502
P09382	NP_002296
P09417	NP_000311
P09429	NP_002119
P09430	NP_003275
P09466-1	NP_001018059
P09466-1	NP_001018059
P09467	NP_000498
P09471	NP_066268
P09486	NP_003109
P09488	NP_000552
P09493-1	NP_001018005
P09493-3	NP_001018006
P09493-4	NP_000357
P09496-1	NP_009027
P09496-2	NP_001824
P09497-1	NP_009028
P09497-2	NP_001825
P09529	NP_002184
P09543-1	NP_149124
P09544	NP_003382
P09564	NP_006128
P09601	NP_002124
P09603-1	NP_000748
P09603-1	NP_000748
P09603-2	NP_757349
P09603-3	NP_757350
P09619	NP_002600
P09622	NP_000099
P09630-1	NP_004494
P09630-2	NP_710160
P09661	NP_003081
P09668	NP_004381
P09669	NP_004365
P09681	NP_004114
P09683	NP_068739
P09693	NP_000064
P09758	NP_002344
P09769	NP_001036194
P09769	NP_001036194
P09769	NP_001036194
P09848	NP_002290
P09871	NP_001725
P09871	NP_001725
P09874	NP_001609
P09884	NP_058633
P09912-1	NP_002029
P09912-2	NP_075010
P09912-3	NP_075011
P09914	NP_001539
P09917	NP_000689
P09919-1	NP_000750
P09919-2	NP_757373
P09923	NP_001622
P09936	NP_004172
P09958	NP_002560
P09972	NP_005156
P0C0E4	NP_001027004
P0C0L4	NP_009224
P0C0P6	NP_001025184
P0C0S5	NP_002097
P0C0S8	NP_003500
P0C0S8	NP_003500
P0C0S8	NP_003500
P0C0S8	NP_003500
P0C0S8	NP_003500
P0C1H6	XP_210048
P0C1H6	XP_210048
P0C1Z6	NP_037474
P10074	NP_005332
P10075	NP_612474
P10082-1	NP_004151
P10109	NP_004100
P10114	NP_066361
P10144	NP_004122
P10145-1	NP_000575
P10147	NP_002974
P10153	NP_002925
P10155-1	NP_004591
P10163	NP_002714
P10176	NP_004065
P10242-1	NP_005366
P10244	NP_002457
P10253	NP_000143
P10276-1	NP_000955
P10276-1	NP_000955
P10276-2	NP_001019980
P10301	NP_006261
P10321	NP_002108
P10323	NP_001088
P10412	NP_005312
P10415-1	NP_000624
P10451-1	NP_001035147
P10451-3	NP_001035149
P10586	NP_002831
P10588	NP_005225
P10589	NP_005645
P10599	NP_003320
P10600	NP_003230
P10606	NP_001853
P10619	NP_000299
P10620	NP_064696
P10620	NP_064696
P10620	NP_064696
P10620	NP_064696
P10632	NP_000761
P10643	NP_000578
P10644	NP_002725
P10644	NP_002725
P10644	NP_002725
P10646-1	NP_006278
P10646-2	NP_001027452
P10696	NP_112603
P10720	NP_002611
P10721	NP_000213
P10745	NP_002891
P10746	NP_000366
P10747-1	NP_006130
P10767	NP_066276
P10768	NP_001975
P10809	NP_002147
P10809	NP_002147
P10826-2	NP_000956
P10826-3	NP_057236
P10827-1	NP_003241
P10827-2	NP_955366
P10828	NP_000452
P10909	NP_976084
P10911-1	NP_005360
P10912-1	NP_000154
P10914	NP_002189
P10915	NP_001875
P10916	NP_000423
P10966-1	NP_004922
P10966-2	NP_742099
P10966-3	NP_742100
P10997	NP_000406
P11047	NP_002284
P11049	NP_001765
P11055	NP_002461
P11086	NP_002677
P11117	NP_001601
P11137-1	NP_002365
P11142-1	NP_006588
P11142-2	NP_694881
P11150	NP_000227
P11161-1	NP_000390
P11166	NP_006507
P11168	NP_000331
P11169	NP_008862
P11171-3	NP_976217
P11171-4	NP_004428
P11171-5	NP_976218
P11172-1	NP_000364
P11177-1	NP_000916
P11182	NP_001909
P11215	NP_000623
P11216	NP_002853
P11217	NP_005600
P11226	NP_000233
P11229	NP_000729
P11230	NP_000738
P11233	NP_005393
P11234	NP_002872
P11245	NP_000006
P11274	NP_004318
P11308-1	NP_004440
P11309-2	NP_002639
P11310	NP_000007
P11362-1	NP_075598
P11362-14	NP_075594
P11362-16	NP_075595
P11362-18	NP_075596
P11362-2	NP_075599
P11362-3	NP_075593
P11362-7	NP_056934
P11387	NP_003277
P11441	NP_055050
P11464-4	NP_008836
P11465	NP_112536
P11473	NP_000367
P11473	NP_000367
P11487	NP_005238
P11488	NP_000163
P11488	NP_000163
P11498	NP_000911
P11498	NP_000911
P11498	NP_000911
P11509	NP_000753
P11511	NP_000094
P11511	NP_000094
P11532-1	NP_003997
P11532-4	NP_000100
P11532-5	NP_004009
P11586	NP_005947
P11597	NP_000069
P11678	NP_000493
P11684	NP_003348
P11686-1	NP_003009
P11712	NP_000762
P11717	NP_000867
P11801	NP_006733
P11802	NP_000066
P11831	NP_003122
P11836	NP_068769
P11836	NP_068769
P11844	NP_055432
P11908	NP_002756
P11912-1	NP_001774
P11912-2	NP_067612
P11926	NP_002530
P11940-1	NP_002559
P12004	NP_002583
P12004	NP_002583
P12018	NP_009059
P12034-1	NP_004455
P12034-2	NP_149134
P12036	NP_066554
P12074	NP_004364
P12081	NP_002100
P12104	NP_000125
P12107-1	NP_001845
P12107-2	NP_542196
P12107-3	NP_542197
P12110-1	NP_001840
P12110-2	NP_478054
P12110-3	NP_478055
P12111-2	NP_476508
P12235	NP_001142
P12236	NP_001627
P12259	NP_000121
P12268	NP_000875
P12271	NP_000317
P12272-1	NP_945316
P12272-1	NP_945316
P12272-2	NP_002811
P12272-2	NP_002811
P12273	NP_002643
P12277	NP_001814
P12314-1	NP_000557
P12429	NP_005130
P12524-1	NP_001028253
P12524-1	NP_001028253
P12532	NP_001015001
P12532	NP_001015001
P12544	NP_006135
P12643	NP_001191
P12644	NP_001193
P12644	NP_001193
P12644	NP_001193
P12645	NP_001192
P12694	NP_000700
P12724	NP_002926
P12755	NP_003027
P12757-1	NP_005405
P12814	NP_001093
P12821	NP_000780
P12829	NP_001002841
P12829	NP_001002841
P12830	NP_004351
P12838	NP_001916
P12872	NP_002409
P12882	NP_005954
P12883	NP_000248
P12955	NP_000276
P12956	NP_001460
P13010	NP_066964
P13051-1	NP_550433
P13051-2	NP_003353
P13073	NP_001852
P13164	NP_003632
P13196	NP_000679
P13196	NP_000679
P13232	NP_000871
P13236	NP_002975
P13284	NP_006323
P13349	NP_005584
P13378	NP_062458
P13385	NP_003203
P13473-1	NP_002285
P13473-2	NP_054701
P13489	NP_002930
P13489	NP_002930
P13489	NP_002930
P13489	NP_002930
P13489	NP_002930
P13489	NP_002930
P13489	NP_002930
P13489	NP_002930
P13497-1	NP_006120
P13497-2	NP_001190
P13497-6	NP_006119
P13498	NP_000092
P13500	NP_002973
P13501	NP_002976
P13521	NP_003460
P13533	NP_002462
P13535	NP_002463
P13569	NP_000483
P13584	NP_000770
P13591	NP_000606
P13592-2	NP_001070150
P13598	NP_000864
P13611-1	NP_004376
P13612	NP_000876
P13631	NP_000957
P13637	NP_689509
P13639	NP_001952
P13640-2	NP_005941
P13645	NP_000412
P13646-1	NP_705694
P13647	NP_000415
P13667	NP_004902
P13674-1	NP_001017962
P13674-2	NP_000908
P13686	NP_001602
P13688-1	NP_001703
P13693	NP_003286
P13725	NP_065391
P13726	NP_001984
P13727	NP_002719
P13765	NP_002111
P13796	NP_002289
P13798	NP_001631
P13804	NP_000117
P13807	NP_002094
P13861	NP_004148
P13866	NP_000334
P13928	NP_001621
P13929	NP_001967
P13929	NP_001967
P13942-1	NP_542411
P13942-6	NP_542412
P13942-8	NP_542410
P13945	NP_000016
P13984	NP_004119
P13987	NP_000602
P13987	NP_000602
P13987	NP_000602
P13987	NP_000602
P13995	NP_006627
P14060	NP_000853
P14061	NP_000404
P14091-1	NP_001901
P14091-2	NP_683865
P14136-1	NP_002046
P14138-1	NP_000105
P14138-1	NP_000105
P14138-2	NP_996916
P14174	NP_002406
P14209-1	NP_002405
P14210-1	NP_000592
P14210-3	NP_001010932
P14210-5	NP_001010933
P14210-6	NP_001010934
P14222	NP_005032
P14314	NP_002734
P14316	NP_002190
P14317	NP_005326
P14373-1	NP_006501
P14384	NP_001005502
P14384	NP_001005502
P14384	NP_001005502
P14410	NP_001032
P14415	NP_001669
P14416-1	NP_000786
P14416-2	NP_057658
P14543-1	NP_002499
P14550	NP_006057
P14550	NP_006057
P14555	NP_000291
P14616	NP_055030
P14619	NP_006249
P14621	NP_612457
P14625	NP_003290
P14635	NP_114172
P14649	NP_002466
P14651	NP_002137
P14652	NP_002136
P14653	NP_002135
P14672	NP_001033
P14678-1	NP_937859
P14678-2	NP_003082
P14679-1	NP_000363
P14735	NP_004960
P14770	NP_000165
P14778	NP_000868
P14780	NP_004985
P14784	NP_000869
P14854	NP_001854
P14859-1	NP_002688
P14867	NP_000797
P14868	NP_001340
P14920	NP_001908
P14921-1	NP_005229
P14923	NP_002221
P14923	NP_002221
P14927	NP_006285
P15018	NP_002300
P15036	NP_005230
P15056	NP_004324
P15085	NP_001859
P15086	NP_001862
P15088	NP_001861
P15090	NP_001433
P15104	NP_001028216
P15104	NP_001028216
P15104	NP_001028216
P15121	NP_001619
P15144	NP_001141
P15151-1	NP_006496
P15153	NP_002863
P15169	NP_001299
P15248	NP_000581
P15259	NP_000281
P15260	NP_000407
P15289	NP_000478
P15291-1	NP_001488
P15309	NP_001090
P15328	NP_000793
P15328	NP_000793
P15328	NP_000793
P15328	NP_000793
