UNIPROT	GI
Q9H2D1	21314739
Q9H2D6-1	88501738
Q9H2F3	19923621
Q9H2F5-1	13376810
Q9H2G2-1	41281453
Q9H2G9-1	4504805
Q9H2H8-1	19557636
Q9H2H8-1	19557640
Q9H2H8-2	14277126
Q9H2I8	14042939
Q9H2J1-2	63999355
Q9H2J4	13129044
Q9H2J7	33354281
Q9H2K2	13376842
Q9H2K8	19923464
Q9H2L4	14269580
Q9H2L5-1	23510360
Q9H2M9-1	19923790
Q9H2P0	12229217
Q9H2P0	31563503
Q9H2P9-1	117190262
Q9H2P9-1	117190326
Q9H2P9-3	117190324
Q9H2R5-1	20302143
Q9H2R5-3	20302145
Q9H2R5-4	20302147
Q9H2S1	25777645
Q9H2S5-1	13376844
Q9H2S5-2	25777716
Q9H2S5-3	25777718
Q9H2S6	11545883
Q9H2T7	12597633
Q9H2U1-1	18497286
Q9H2U2-1	29171702
Q9H2U2-3	77812678
Q9H2U2-4	77812682
Q9H2U9	114326453
Q9H2W1-2	23238234
Q9H2W1-3	23238236
Q9H2W6	26667177
Q9H2X0-1	30089980
Q9H2X3-1	42542390
Q9H2X3-1	47607495
Q9H2X3-2	47607499
Q9H2X3-2	47607501
Q9H2X3-6	47607503
Q9H2X3-8	47607497
Q9H2X6-1	46852176
Q9H2X8	14042964
Q9H2X9	11968148
Q9H2Y7	11968023
Q9H2Y9	13569932
Q9H300-1	20127652
Q9H300-2	83641878
Q9H320	66932943
Q9H321	49619241
Q9H334-1	18644886
Q9H336	13899303
Q9H339	53933293
Q9H340	52353945
Q9H343	52627205
Q9H344	52317265
Q9H346	52353332
Q9H347	8567418
Q9H361	45238849
Q9H3C7-1	13376245
Q9H3D4-1	31543818
Q9H3G5	83641874
Q9H3G5	83641876
Q9H3H1-1	31581534
Q9H3H5-1	42794009
Q9H3H5-3	42794011
Q9H3H9	17933774
Q9H3K2	118200356
Q9H3L0	7661548
Q9H3M0	20070166
Q9H3M7	7949163
Q9H3N1	31377835
Q9H3N8	14251205
Q9H3P7	15826852
Q9H3Q1	13786127
Q9H3Q3	11545867
Q9H3R0-1	109255247
Q9H3R1	12007650
Q9H3R2	51593090
Q9H3R5	12597655
Q9H3S1	21361914
Q9H3S3	13540535
Q9H3S4	21362110
Q9H3S5	21553315
Q9H3S7	24308073
Q9H3T3-1	19718780
Q9H3U1-1	29725607
Q9H3U1-2	89179321
Q9H3U7-2	24308277
Q9H3V2	23110997
Q9H3W5	31543103
Q9H3Y6	18250298
Q9H3Y8-1	13236524
Q9H3Z4-1	45504382
Q9H3Z7	28629871
Q9H400-1	8923378
Q9H410-1	31542257
Q9H422-1	114796624
Q9H422-2	114796630
Q9H426	33667061
Q9H427	11641275
Q9H444	28827795
Q9H446	55953123
Q9H461	13994190
Q9H477	11545855
Q9H478	10190658
Q9H479	11545906
Q9H488-1	27436889
Q9H488-2	27436891
Q9H492-1	14210522
Q9H492-2	31563518
Q9H497-1	115647957
Q9H4A3-1	12711660
Q9H4A6	11545859
Q9H4A9-1	11641269
Q9H4B4	41872374
Q9H4B6	11141889
Q9H4B7	13562114
Q9H4D0	11545861
Q9H4D5	11545757
Q9H4E5-1	16903164
Q9H4F1	28373092
Q9H4F8-1	11545873
Q9H4F8-2	78190498
Q9H4G0	30061489
Q9H4G1	18104940
Q9H4G4	11641247
Q9H4I2	28827782
Q9H4I3-1	33342278
Q9H4I8-1	18777795
Q9H4K7	24308117
Q9H4L4	21361499
Q9H4L5-1	14149704
Q9H4L5-2	21735580
Q9H4L5-3	21735582
Q9H4L5-4	21735584
Q9H4L7-1	14149730
Q9H4M3-1	34878735
Q9H4M3-1	62388868
Q9H4M3-2	34878749
Q9H4M3-2	34878753
Q9H4M7-1	10190744
Q9H4M9	30240932
Q9H4P4	37588861
Q9H4P4	5032071
Q9H4Q4	15042949
Q9H4S2	33457326
Q9H4T2	13376834
Q9H4W6-2	53828926
Q9H4Y5	38016131
Q9H4Z2	11560152
Q9H4Z3	18034767
Q9H501	18093112
Q9H503	62510081
Q9H503	62632763
Q9H553-1	14861836
Q9H560	58197546
Q9H582-1	41152093
Q9H582-3	41152091
Q9H582-3	41152095
Q9H583	73695475
Q9H596	33942083
Q9H598	17999520
Q9H5F2	12232431
Q9H5I1-2	13375930
Q9H5I5	13384602
Q9H5J0	13376146
Q9H5J8	13129136
Q9H5K3	14149946
Q9H5N1-1	117956403
Q9H5P4-1	13376349
Q9H5U6	88973317
Q9H5U8	85861208
Q9H5V8-1	30410805
Q9H5V8-3	30410803
Q9H5X1	14149934
Q9H5Y7-1	40217825
Q9H5Z1	20544129
Q9H609	13236575
Q9H633-1	13376253
Q9H668	13487923
Q9H672-1	38176283
Q9H672-2	30089994
Q9H6A0-1	21361991
Q9H6B1	13375981
Q9H6D3	24431977
Q9H6D5	85362715
Q9H6D7-1	8923396
Q9H6E4	13376216
Q9H6E5	12383074
Q9H6H4-1	20149695
Q9H6I2	11967991
Q9H6K1-1	13236514
Q9H6K1-2	46094086
Q9H6K4	13376717
Q9H6L4	13375770
Q9H6P5	98991769
Q9H6R0-1	20336302
Q9H6R4-1	18644728
Q9H6R4-3	22212931
Q9H6R6-1	11968053
Q9H6S3-1	21264616
Q9H6U8-3	118026921
Q9H6X2-1	14149904
Q9H6X2-2	16933551
Q9H6Y2	38327642
Q9H6Y7	14149702
Q9H6Z4-1	6466466
Q9H6Z4-2	4506409
Q9H6Z4-3	6466462
Q9H6Z9	11545787
Q9H756	12597641
Q9H765	13129098
Q9H772	71164892
Q9H777	8922122
Q9H788	21361891
Q9H792	113425716
Q9H7B2	39930469
Q9H7B4-1	12232401
Q9H7C9-1	34147384
Q9H7D7	55743153
Q9H7E2	13540576
Q9H7L9	75677351
Q9H7M6	65301126
Q9H7M9	62339432
Q9H7P6-1	58761488
Q9H7P6-2	58761490
Q9H7R0	13540501
Q9H7S9-1	13376611
Q9H7T3	13376335
Q9H7V2	13376347
Q9H7X3	13569858
Q9H7X7-1	12232463
Q9H7Y0	13375964
Q9H7Z6-1	14149875
Q9H7Z7	13376617
Q9H808	13376099
Q9H814	66392146
Q9H816	12383082
Q9H819	22749377
Q9H840	13376001
Q9H840	55953072
Q9H840	55953074
Q9H841	13376097
Q9H845	21361497
Q9H857-1	12597653
Q9H867-1	98986333
Q9H869-1	20986488
Q9H869-2	20986490
Q9H892-1	90669931
Q9H8E8-1	24308203
Q9H8E8-2	29570788
Q9H8G1	31982919
Q9H8G2	48976054
Q9H8H0	21361468
Q9H8H2-1	17505907
Q9H8H2-4	20336298
Q9H8H3	89145417
Q9H8J5	31542650
Q9H8K7-1	13376421
Q9H8L6	13376091
Q9H8M1	13376737
Q9H8M2-1	57770383
Q9H8M2-3	57770650
Q9H8N7	8923887
Q9H8W3	11545771
Q9H8W4	13375827
Q9H8W5-1	13376780
Q9H8X2	12232423
Q9H8X3	13376515
Q9H8X9	13376150
Q9H8Y1	8922686
Q9H8Y5	109150425
Q9H8Y5	109150435
Q9H902	12597657
Q9H910-1	21700763
Q9H920	21361732
Q9H936	13375983
Q9H943-1	13375962
Q9H944	30023851
Q9H967	13376367
Q9H972-1	11345486
Q9H977-1	14149771
Q9H981	39812115
Q9H987-2	50301232
Q9H993	13375746
Q9H999	13375789
Q9H9A6	21361633
Q9H9A7	13376427
Q9H9B1-1	40217808
Q9H9B4	23618867
Q9H9C1-1	20127607
Q9H9D4	13376064
Q9H9E1	12746412
Q9H9F9	31542680
Q9H9G7	29294647
Q9H9J2	12597661
Q9H9L3	13569960
Q9H9P2-1	20127636
Q9H9P8-1	13376331
Q9H9Q2-1	12232385
Q9H9Q4-1	13376142
Q9H9S0-1	13376298
Q9H9S4	72534734
Q9H9S5	13236528
Q9H9S5	89941475
Q9H9V4	38045931
Q9H9Y2	13376605
Q9H9Y4	88759337
Q9H9Y6-1	33469941
Q9H9Z2	13375938
Q9HA47	13899253
Q9HA64	20149680
Q9HA65	13375952
Q9HA72-1	21361521
Q9HA77	13375695
Q9HA82	13375717
Q9HA90	13376113
Q9HAB3	13375682
Q9HAB8	116875844
Q9HAC8	13376439
Q9HAD4	42716287
Q9HAE3	13375787
Q9HAF5	92859583
Q9HAH7-2	11967987
Q9HAI6	13376759
Q9HAN9	20070321
Q9HAP6	11545920
Q9HAQ2-1	33589856
Q9HAQ2-3	33589863
Q9HAT1-1	75677363
Q9HAT2-1	24850115
Q9HAT8	10864063
Q9HAU0-1	19923493
Q9HAU4	12232397
Q9HAU5-1	11693132
Q9HAU5-1	18375676
Q9HAU6	117414135
Q9HAU8	54020718
Q9HAV0	11055998
Q9HAV4-1	22748937
Q9HAV5-1	11140823
Q9HAV7	24308295
Q9HAW7	41282213
Q9HAW8	29789078
Q9HAW9	31377618
Q9HAY2	29826296
Q9HAY6	74027270
Q9HAZ2-1	88944600
Q9HB03	23097310
Q9HB07	56676385
Q9HB09-1	20336330
Q9HB14	16306555
Q9HB15	11545761
Q9HB19	89028613
Q9HB20	54792084
Q9HB21	31377720
Q9HB21	50234893
Q9HB40-1	11055992
Q9HB55-1	16933533
Q9HB55-2	12383060
Q9HB55-3	16933535
Q9HB63-1	93204871
Q9HB65	13376768
Q9HB71-1	7656952
Q9HB75-1	61742784
Q9HB75-2	61742786
Q9HB75-3	61742782
Q9HB89	24432089
Q9HB90	11995472
Q9HB96	11345454
Q9HBA0-1	22547184
Q9HBA0-2	22547180
Q9HBA9	24308545
Q9HBB8-1	110618248
Q9HBD1-6	9256537
Q9HBE1-1	14670360
Q9HBE1-2	14670366
Q9HBE1-3	14670362
Q9HBE1-4	14670364
Q9HBE5	11141869
Q9HBE5	31083174
Q9HBE5	31083180
Q9HBF4-1	30795180
Q9HBF4-2	30795182
Q9HBG4	85386053
Q9HBG4	85386056
Q9HBG4	85386547
Q9HBG6	16554623
Q9HBG7-1	55925578
Q9HBH0-1	38016957
Q9HBH1	11641243
Q9HBH5	10190746
Q9HBH7	68533249
Q9HBH9-1	40018627
Q9HBH9-2	40018631
Q9HBI0-1	11545879
Q9HBI1	20127528
Q9HBI5	10190736
Q9HBI6	61743920
Q9HBJ0	11496283
Q9HBJ7	10190742
Q9HBJ8	15042969
Q9HBL0	66529407
Q9HBL7	8923932
Q9HBM0-2	19923538
Q9HBM1	10190716
Q9HBM6	113430240
Q9HBM6	20070280
Q9HBT6	16306537
Q9HBT8	10190686
Q9HBU6	10092615
Q9HBU9-1	22209004
Q9HBV1	21359947
Q9HBV2	13569934
Q9HBW0	7305013
Q9HBW1	15029530
Q9HBX8-1	62912474
Q9HBX8-2	62912472
Q9HBX8-3	62912470
Q9HBX9-1	85986601
Q9HBY0	11136626
Q9HBY8-1	20127541
Q9HBY8-2	25168261
Q9HC07	32189371
Q9HC10-1	34740331
Q9HC10-2	35493860
Q9HC10-3	35493853
Q9HC10-4	35493868
Q9HC16-1	13399304
Q9HC21	31543632
Q9HC23-2	17530787
Q9HC24	116812579
Q9HC29-1	11545912
Q9HC35	19923497
Q9HC52	10190682
Q9HC56	9966883
Q9HC57	18379353
Q9HC58	31563526
Q9HC62	54607091
Q9HC73-1	19923096
Q9HC77	19923548
Q9HC96-1	13186302
Q9HC96-3	89353291
Q9HC96-7	13186314
Q9HC96-8	10864059
Q9HC97	33695097
Q9HC98	19923407
Q9HCB6	110347423
Q9HCC0-1	11545863
Q9HCC6	10863967
Q9HCC8	21361649
Q9HCC9	55741864
Q9HCD5	15147335
Q9HCE1-1	14211540
Q9HCE7-1	31317292
Q9HCE7-2	31317290
Q9HCE9-1	55741655
Q9HCF4-2	66529203
Q9HCF4-3	113427611
Q9HCF6-2	55953098
Q9HCF6-3	56243559
Q9HCF6-4	55953091
Q9HCF6-6	55953089
Q9HCF6-7	56243576
Q9HCH3	25141323
Q9HCH5-2	15011900
Q9HCH5-2	46255066
Q9HCI5	20143482
Q9HCJ1	16905507
Q9HCJ2	51317373
Q9HCJ3-2	51948366
Q9HCJ6	24308257
Q9HCK0	18141299
Q9HCK4-1	61888896
Q9HCK5	29029593
Q9HCK8-1	114326455
Q9HCL2	40254943
Q9HCL3	55741659
Q9HCM2-3	32401421
Q9HCM9-2	25777698
Q9HCN3	10864069
Q9HCN4	14149629
Q9HCN6-1	37574620
Q9HCP0-1	58652156
Q9HCP0-1	98986450
Q9HCP6	21359937
Q9HCQ5-2	38327556
Q9HCQ7	93204875
Q9HCR9-1	116536085
Q9HCR9-2	116536087
Q9HCR9-3	116536089
Q9HCR9-4	116536083
Q9HCS2	13184046
Q9HCS4	13786123
Q9HCS7	55770906
Q9HCT0	10190672
Q9HCU0-1	9966885
Q9HCU4	13325064
Q9HCU5	7019503
Q9HCU8	47271454
Q9HCU9	17530785
Q9HCX3	10190696
Q9HCX4	9966865
Q9HCY8	10190712
Q9HCZ1	40807457
Q9HD15-1	113951734
Q9HD20-2	9966897
Q9HD23-1	10190702
Q9HD26-1	9966877
Q9HD26-2	62868213
Q9HD33	29826287
Q9HD34	38570054
Q9HD40-1	24432104
Q9HD40-2	8393713
Q9HD42-1	103485496
Q9HD45	33859833
Q9HD64-3	113429870
Q9HD64-3	113429876
Q9HD64-3	113429890
Q9HD64-3	113429896
Q9HD64-3	19747281
Q9HD64-4	113429872
Q9HD64-4	113429878
Q9HD64-4	113429892
Q9HD64-4	113429898
Q9HD64-4	19747279
Q9HD67	11037057
Q9HD89	9966777
Q9HD90	10863999
Q9HDC5	21735575
Q9HDC9	24308201
Q9NNW5	11072093
Q9NNW7-1	22035672
Q9NNX1-1	9910596
Q9NNX6-1	10863957
Q9NNX9	113430267
Q9NNX9	48762947
Q9NNZ3	5031771
Q9NNZ6	10864057
Q9NP31-1	4503633
Q9NP50-1	10864049
Q9NP55	18765705
Q9NP55	7706119
Q9NP56	9506959
Q9NP58	9955963
Q9NP59	7657100
Q9NP60	11225607
Q9NP61	20070255
Q9NP62	45269133
Q9NP64-1	21361576
Q9NP66-1	8922633
Q9NP70-1	7706067
Q9NP71-1	14602433
Q9NP71-2	14602435
Q9NP71-3	14602437
Q9NP71-4	14602439
Q9NP72	10880989
Q9NP73	8923934
Q9NP74-1	8923243
Q9NP78-1	45243524
Q9NP78-1	9955966
Q9NP78-2	9955968
Q9NP79	21361741
Q9NP81	8923421
Q9NP84-1	7706186
Q9NP85-1	7657615
Q9NP86	11067753
Q9NP87	7019493
Q9NP90	7705963
Q9NP91-2	12408638
Q9NP92	58331150
Q9NP94	7657699
Q9NP95	9789947
Q9NP98	10864053
Q9NP99-1	8924262
Q9NPA0	9910346
Q9NPA1-1	25952095
Q9NPA1-2	25952099
Q9NPA1-3	25952105
Q9NPA1-4	25952102
Q9NPA2	11968059
Q9NPA3	10864051
Q9NPA5-1	40806223
Q9NPA5-2	40806225
Q9NPB0-1	8922867
Q9NPB1	9910372
Q9NPB6-1	8394417
Q9NPB6-2	82659097
Q9NPB8	25901062
Q9NPB9	30795217
Q9NPB9	7706769
Q9NPC1	9789897
Q9NPC2	7706135
Q9NPC3	116812640
Q9NPC3	33519436
Q9NPC3	33519438
Q9NPC3	33519440
Q9NPC4	8392830
Q9NPC6	7706595
Q9NPC7-1	8923885
Q9NPC8	21314677
Q9NPD3	9506689
Q9NPD5	9790233
Q9NPD7	7706123
Q9NPD8	7661808
Q9NPE3	8923942
Q9NPE6	11037055
Q9NPF0	7706111
Q9NPF2-1	8923758
Q9NPF4	8923380
Q9NPF5	13123776
Q9NPF5	78000211
Q9NPF5	78000213
Q9NPF7	7706702
Q9NPG1	8393378
Q9NPG2	10864065
Q9NPG3	9055374
Q9NPG8	8922448
Q9NPH0-1	21359911
Q9NPH3-1	4504661
Q9NPH3-2	19882209
Q9NPH5-1	8393843
Q9NPH6-1	7657407
Q9NPH9	8923756
Q9NPI1-1	41350212
Q9NPI5-1	24762248
Q9NPI5-2	7657331
Q9NPI8	12232377
Q9NPJ1	25914754
Q9NPJ1	9055272
Q9NPJ3	8923812
Q9NPJ4	8923295
Q9NPJ6	7661788
Q9NPL8	59710109
Q9NPP4-1	40788015
Q9NPR9	89057019
Q9NPU4	9910206
Q9NPY3	88758613
Q9NPZ5	18152775
Q9NQ03	46430491
Q9NQ11-1	13435129
Q9NQ25-1	19923572
Q9NQ29-1	41393554
Q9NQ29-2	8922297
Q9NQ30	5901946
Q9NQ31-1	116174740
Q9NQ31-1	21361870
Q9NQ34	11034855
Q9NQ35	11034819
Q9NQ36-1	10190748
Q9NQ40-1	34147464
Q9NQ50	26638659
Q9NQ55-1	47174861
Q9NQ66-1	12083581
Q9NQ66-2	33356544
Q9NQ69	62241033
Q9NQ75-1	55769585
Q9NQ76	9910430
Q9NQ79-1	47777317
Q9NQ86	62865606
Q9NQ88	9966849
Q9NQ89	9966847
Q9NQ90	9966845
Q9NQ94-1	20357575
Q9NQ94-2	20357572
Q9NQ94-4	20357578
Q9NQA5	17505200
Q9NQB0-8	13540471
Q9NQC1-1	40556370
Q9NQC3-2	24431933
Q9NQC3-3	5902016
Q9NQC7-1	14165258
Q9NQF3	25006532
Q9NQG1	11560146
Q9NQG1	51702245
Q9NQG5	11034845
Q9NQG7-1	23110966
Q9NQG7-2	23110974
Q9NQG7-3	23110970
Q9NQH7-1	11559925
Q9NQI0-1	13518015
Q9NQL2-1	11034847
Q9NQM4	33859793
Q9NQP4	12408677
Q9NQQ0	75905497
Q9NQQ7-1	21314776
Q9NQQ7-1	27881499
Q9NQQ7-2	27881496
Q9NQR7	106507212
Q9NQS1	9966841
Q9NQS3-1	11386199
Q9NQS5	9966839
Q9NQS7	102467235
Q9NQT4	47174864
Q9NQT5	50511943
Q9NQT6	9966791
Q9NQT8	46852172
Q9NQU5	9910476
Q9NQV6	41349462
Q9NQW5-2	41349478
Q9NQW6-1	31657094
Q9NQW8-1	116642889
Q9NQX0-1	113417195
Q9NQX1	41349476
Q9NQX3-1	66932975
Q9NQX3-2	10880983
Q9NQX4	9055284
Q9NQX5	20149617
Q9NQX6	56711312
Q9NQX7-1	13569885
Q9NQX7-2	60302912
Q9NQX7-3	60302914
Q9NQY0-1	8923904
Q9NQZ2	9966799
Q9NQZ6-1	8923720
Q9NQZ8	11034821
Q9NR00	9910148
Q9NR09	61744456
Q9NR12-1	11496885
Q9NR12-2	42741675
Q9NR12-6	47157328
Q9NR16-1	50659091
Q9NR19	8923896
Q9NR20-1	28827774
Q9NR22	74099699
Q9NR23	10190670
Q9NR28-1	9845297
Q9NR28-2	21070978
Q9NR30-1	50659095
Q9NR31	9910542
Q9NR33	38455394
Q9NR34	9966903
Q9NR45	12056473
Q9NR46-1	9910352
Q9NR48	110349788
Q9NR50-1	9966779
Q9NR56-1	46411166
Q9NR56-2	46411164
Q9NR56-3	46411168
Q9NR61	9506545
Q9NR63	9845285
Q9NR64	14780904
Q9NR71-1	9845267
Q9NR77	8923892
Q9NR81-1	9506401
Q9NR83-1	31982931
Q9NR96-1	8394456
Q9NR97	20302168
Q9NR99	18390319
Q9NRA0-1	21361699
Q9NRA8-1	9789865
Q9NRB3	8922112
Q9NRC8-1	7706712
Q9NRC9	9910470
Q9NRD0	48928044
Q9NRD1	8922188
Q9NRD5	7110697
Q9NRD5	88758600
Q9NRD5	88758603
Q9NRD8	28872753
Q9NRD9-1	20149640
Q9NRD9-1	28872751
Q9NRE1	73808266
Q9NRE2	40255168
Q9NRF8	28559083
Q9NRF8	28559085
Q9NRF9	31543423
Q9NRG0	8393116
Q9NRG4	9910274
Q9NRG9	12962937
Q9NRH1	21281667
Q9NRH3	7706751
Q9NRI5-1	61742823
Q9NRI5-2	61742825
Q9NRI5-3	61742829
Q9NRI5-4	61742827
Q9NRJ3	22538811
Q9NRJ4-1	55953100
Q9NRJ4-2	55953102
Q9NRJ7	14195605
Q9NRK6	9961244
Q9NRL2-1	32967603
Q9NRL3	89886477
Q9NRM0	47933387
Q9NRM1	13994234
Q9NRM2	11496269
Q9NRM6-1	27477074
Q9NRM7	18959200
Q9NRN5-1	9910270
Q9NRN7	20357568
Q9NRN9	92859575
Q9NRP2	9910184
Q9NRP4	9910180
Q9NRP7-1	24308123
Q9NRQ2	9966819
Q9NRQ5	9910226
Q9NRR1	8922108
Q9NRR4-1	21359822
Q9NRR5	40538799
Q9NRS4-1	15451940
Q9NRS4-3	34304347
Q9NRS6-1	22547191
Q9NRV9	20336761
Q9NRW1	96975097
Q9NRW3	22907039
Q9NRW4-1	9910432
Q9NRW4-2	113431275
Q9NRW7	18105063
Q9NRX2	11596859
Q9NRX3	10047138
Q9NRX4	24475861
Q9NRX5	24308213
Q9NRY6	31543417
Q9NRY7	9966795
Q9NRZ5	9910392
Q9NRZ9-1	21914927
Q9NS15-2	18497288
Q9NS18-1	37537704
Q9NS18-2	21361507
Q9NS23-1	25777684
Q9NS23-3	25777680
Q9NS23-4	25777682
Q9NS25	113430115
Q9NS25	14196344
Q9NS25	22027492
Q9NS26	113430117
Q9NS26	14192937
Q9NS26	22027489
Q9NS28	18640750
Q9NS39	8922077
Q9NS40	27886653
Q9NS56-1	40805104
Q9NS61-3	27886678
Q9NS61-4	27886676
Q9NS61-6	21361460
Q9NS61-7	27886674
Q9NS61-9	27886680
Q9NS62-1	8923894
Q9NS62-2	40805852
Q9NS66	113430444
Q9NS66	9507143
Q9NS67	9506747
Q9NS68-1	23238202
Q9NS68-2	23238204
Q9NS69	9910382
Q9NS73-1	7706611
Q9NS75	9966851
Q9NS80	9966829
Q9NS82	9790235
Q9NS84	23238228
Q9NS85	9910366
Q9NS86	8923911
Q9NS91	14550405
Q9NS93	7706575
Q9NS98	9910362
Q9NSA0-1	8923870
Q9NSA1	9506597
Q9NSA2	27436981
Q9NSA3	59889555
Q9NSA3	9910390
Q9NSB4	27477127
Q9NSB8-1	46249351
Q9NSB8-2	46249349
Q9NSC2	6997249
Q9NSC5-1	21361157
Q9NSC7	21264332
Q9NSD7	7706103
Q9NSD9	19923333
Q9NSE2-1	21614507
Q9NSE4	46852147
Q9NSG0-2	31317220
Q9NSG0-5	31317218
Q9NSG0-6	66346662
Q9NSI2-1	17158023
Q9NSI6-1	16445436
Q9NSI6-2	16445438
Q9NSI8-1	48762709
Q9NSK0-1	41871946
Q9NSK0-1	41871955
Q9NSN8-1	9507163
Q9NSP4-1	13129022
Q9NSP4-2	50845414
Q9NST1	17196626
Q9NSU2-1	7705353
Q9NSU2-3	18375531
Q9NSU2-3	18375533
Q9NSU2-3	18375535
Q9NSV0	16596684
Q9NSY0-1	30794272
Q9NSY1-1	38787935
Q9NSY1-2	38787904
Q9NSY2-1	32526915
Q9NT22	45433501
Q9NT62-1	19526773
Q9NT68	88989530
Q9NT99	37551987
Q9NT99	89057588
Q9NTG1	5174633
Q9NTG7	6912660
Q9NTJ3-1	50658063
Q9NTJ3-1	50658065
Q9NTJ4	46852164
Q9NTK1	5901938
Q9NTK5-1	58761500
Q9NTK5-2	58761502
Q9NTM9	7705728
Q9NTN3	14028875
Q9NTQ9	23397464
Q9NTU7	18104944
Q9NTW7-1	40806229
Q9NTX7-2	33636758
Q9NTX9	32698752
Q9NTZ6	19923345
Q9NTZ6	23510462
Q9NU02	38569426
Q9NU02	38569428
Q9NU19	40068063
Q9NU22	24415404
Q9NU23	10092689
Q9NU39	18959276
Q9NU53	20302038
Q9NUA8-1	37221180
Q9NUB1-1	28416953
Q9NUB4	18152771
Q9NUD5	29648305
Q9NUD7	23943928
Q9NUD9	21361771
Q9NUE0	45433499
Q9NUG4-2	31542255
Q9NUG6	18079254
Q9NUH8	18373334
Q9NUI1-1	10190704
Q9NUK0-1	19387844
Q9NUK0-2	30315649
Q9NUL3-3	7657625
Q9NUL7	8922976
Q9NUM4	40254893
Q9NUN5-1	31542671
Q9NUN7	19923527
Q9NUP1	8922952
Q9NUP7-1	11024704
Q9NUP9	8922944
Q9NUQ2	61743952
Q9NUQ3	8922940
Q9NUQ8-1	8922936
Q9NUQ9	42734438
Q9NUR3	8922927
Q9NUS5	8922913
Q9NUT2-2	6005804
Q9NUU7	8922886
Q9NUV7	8922875
Q9NUV9	8922873
Q9NUX5-1	98991776
Q9NV23	89257335
Q9NV29	8922796
Q9NV31	8922794
Q9NV35	8922792
Q9NV56	8922764
Q9NV58-1	35493782
Q9NV58-1	35493801
Q9NV72	8922744
Q9NV79-1	8922739
Q9NV88	8922726
Q9NV92	55741475
Q9NV96-1	8922720
Q9NVA1-1	41327685
Q9NVA1-4	41327687
Q9NVA2	8922712
Q9NVC6	28558975
Q9NVD3-1	8393013
Q9NVD7-1	8922673
Q9NVE7	8922665
Q9NVF7	7662158
Q9NVF9	8922650
Q9NVH1-1	8922629
Q9NVH2-1	7661566
Q9NVH6-1	8922625
Q9NVI1-1	82830440
Q9NVI7-1	42476028
Q9NVJ2	8922601
Q9NVL8	8922571
Q9NVM4-1	9506615
Q9NVM6	8922563
Q9NVM9	11024686
Q9NVN3-2	95113666
Q9NVP1	38327634
Q9NVP4-2	18491022
Q9NVQ4-1	74271890
Q9NVQ4-1	8922536
Q9NVR0	8922528
Q9NVR2	83582809
Q9NVR5-1	8922519
Q9NVS2	8922511
Q9NVS9	8922498
Q9NVT9	8922479
Q9NVU0-1	8922477
Q9NVV4-1	21361704
Q9NVV5-2	40316941
Q9NVV9	8922446
Q9NVX0-1	8922430
Q9NVX2	62234461
Q9NVX7	32189385
Q9NVZ3-1	8922416
Q9NW07	50234884
Q9NW08	42476127
Q9NW13	8922388
Q9NW38	49472819
Q9NW64	8922328
Q9NW75-1	8922313
Q9NW97	8922277
Q9NWB1	22538403
Q9NWC5	8922243
Q9NWD9	113429996
Q9NWD9	89060938
Q9NWF4	40254917
Q9NWF9-1	46358403
Q9NWF9-2	46370057
Q9NWM0-1	28559074
Q9NWM0-2	28559076
Q9NWM0-3	28559078
Q9NWM0-4	28559080
Q9NWM3-1	8923665
Q9NWM8	8923659
Q9NWN3	40807493
Q9NWQ4-2	40018644
Q9NWQ8	63054864
Q9NWQ9	8923615
Q9NWS6	8923588
Q9NWS8-1	8923584
Q9NWS9	8923582
Q9NWT1	55769546
Q9NWT6	8923569
Q9NWT8	8923565
Q9NWU1	8923559
Q9NWU2	8923557
Q9NWU5-1	21265040
Q9NWW5	8923532
Q9NWW6-1	8923530
Q9NWW9	8923526
Q9NWX5	8923516
Q9NWZ3	7705841
Q9NWZ5-1	57863312
Q9NWZ8	109715862
Q9NWZ8	109715864
Q9NWZ8	8923481
Q9NX01	8923475
Q9NX02-1	8923473
Q9NX05-1	38348731
Q9NX08	8923458
Q9NX14-2	20127561
Q9NX20	8923448
Q9NX24	8923444
Q9NX31	18129646
Q9NX36	40254908
Q9NX36	93352549
Q9NX57	8923401
Q9NX58	8923398
Q9NX63	8923390
Q9NX65	32129212
Q9NX74	8923374
Q9NX76	8923370
Q9NX77	61676100
Q9NX78-1	93277080
Q9NX94	41152104
Q9NX95-4	56711332
Q9NXA8-1	6912664
Q9NXA8-2	13787215
Q9NXB0-1	89242137
Q9NXB9	40254906
Q9NXF1	8923269
Q9NXF8-1	8923255
Q9NXG2	42476024
Q9NXG6-1	29570771
Q9NXG6-2	29570773
Q9NXG6-3	64085083
Q9NXH9-1	8923219
Q9NXI6	9506663
Q9NXJ0	8923206
Q9NXJ5	8923198
Q9NXK6	31377752
Q9NXK8-1	8923179
Q9NXR1-2	8923110
Q9NXR5	70995241
Q9NXR7-1	21361171
Q9NXR7-2	40353757
Q9NXR7-2	40353761
Q9NXR8-1	38201655
Q9NXR8-2	38201659
Q9NXS3-1	44680141
Q9NXT0	116812597
Q9NXV2	9506651
Q9NXW2	41054844
Q9NXW2	50593537
Q9NXW9-1	8923019
Q9NXX6-1	8923009
Q9NXZ2	10346129
Q9NY12-1	15011916
Q9NY12-1	9506713
Q9NY15-1	61743978
Q9NY25-1	10281669
Q9NY26	21361423
Q9NY28	8393412
Q9NY30	8923958
